movieId,id,title,genres,overview,runtime,release_date,tagline,vote_count,vote_average,poster_path,backdrop_path,cast,director,keywords,score
81562,44115,127 Hours,"['Adventure', 'Drama', 'Thriller']",The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,94,2010-11-12,There is no force more powerful than the will to live.,7757,7.084,/h0RMdn0rfl9l5hWXz3tUh6QVkhi.jpg,/viBWzktrBmhzRw4ehmUIrrN4C0z.jpg,"['James Franco', 'Kate Mara', 'Amber Tamblyn']",Danny Boyle,"['canyon', 'based on novel or book', 'utah', 'photography', 'despair', 'hiking', 'biography', 'engineer', 'based on true story', 'alone', 'mountain biking', 'struggle for survival', 'trapped', 'boulder', 'cavern', 'video recorder', 'adventurer', 'rock climbing', 'isolated', 'hikers', 'memories', 'hallucinations', 'desperation']",7.084870594757703
86142,58857,13 Assassins,"['Adventure', 'Drama', 'Action']",A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,141,2010-09-25,Take up your sword.,1187,7.3,/yUsVsiVXUwClk4vSCx80vrdO6MV.jpg,/A3Jl4Vu2Xx4J9hWWKX1xO6NOeV4.jpg,"['Koji Yakusho', 'Takayuki Yamada', 'Yūsuke Iseya']",Takashi Miike,"['suicide', 'mission', 'japan', 'assassin', 'samurai', 'immortality', 'swordsman', 'massacre', 'battle', 'samurai sword', 'seppuku', 'code of honor', 'ronin', 'kimono', 'jidaigeki', 'edo period', 'warrior', '19th century', 'harakiri', 'bakumatsu']",7.2943924233413275
7444,10096,13 Going on 30,"['Comedy', 'Fantasy', 'Romance']","After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. Thanks to some magic wishing dust, Jenna's prayer has been answered. With a knockout body, a fabulous wardrobe, an athlete boyfriend, a dream job, and superstar friends, this can't be a better life. But soon Jenna realizes that adult life isn’t as easy as she hoped for.",98,2004-04-13,"For some, 13 feels like it was just yesterday. For Jenna, it was.",5322,6.76,/iNZdSIfhSCMtRILDNyhLn8UKeSG.jpg,/snwkqb23cuMd0qY1MPffXWWBoZV.jpg,"['Jennifer Garner', 'Mark Ruffalo', 'Judy Greer']",Gary Winick,"['new york city', 'photographer', 'editor-in-chief', 'time travel', 'wish', 'beautiful woman', 'child as an adult', 'friends in love', 'age change', 'teenager', 'didactic', 'time jump']",6.76511417036762
138210,300671,13 Hours: The Secret Soldiers of Benghazi,"['War', 'Action', 'History', 'Drama', 'Thriller']",An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,144,2016-01-14,"When everything went wrong, six men had the courage to do what was right.",3739,7.273,/AskDcQ6Sa6jImyt2KDQbgRuPebH.jpg,/ayDMYGUNVvXS76wQgFwTiUIDNb5.jpg,"['John Krasinski', 'James Badge Dale', 'Dominic Fumusa']",Michael Bay,"['central intelligence agency (cia)', 'based on novel or book', 'libya', 'assault rifle', 'grave', 'mercenary', 'melancholy', 'heroism', 'biography', 'based on true story', 'explosion', 'biting', 'american abroad', 'death', 'blunt', 'mourning', 'questioning', 'angry', 'aggressive', 'frantic', 'grim', 'reflective', 'u.s. ambassador', 'complex', 'anxious', 'cautionary', 'provocative', 'factual', 'critical', 'incredulous', 'tense', 'intense', 'bitter', 'appreciative', 'baffled', 'bewildered', 'bold', 'commanding', 'defiant', 'dignified', 'disapproving', 'disdainful', 'disheartening', 'enraged', 'foreboding', 'frustrated', 'harsh', 'informative', 'scathing', 'sincere', 'sympathetic', 'tragic', 'wry']",7.271609761135944
48872,6077,13 Tzameti,"['Action', 'Thriller']","Sebastian, a young man, has decided to follow instructions intended for someone else, without knowing where they will take him. Something else he does not know is that Gerard Dorez, a cop on a knife-edge, is tailing him. When he reaches his destination, Sebastian falls into a degenerate, clandestine world of mental chaos behind closed doors in which men gamble on the lives of others men.",93,2005-09-01,,234,7.0,/kSpFeY6ibND9ygqSFcOzEKK0Cl.jpg,/mmZvBvbAMPrDEJoP9YXUrRabQQz.jpg,"['George Babluani', 'Aurélien Recoing', 'Pascal Bongard']",Gela Babluani,"['france', 'repair', 'test of courage', 'overdose', 'munition', 'black and white', 'drugs', 'gay theme', 'death game']",7.040888998657717
164917,407806,13th,['Documentary'],An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.,100,2016-10-07,From slave to criminal with one amendment.,761,7.888,/tcKNWD6IFPPsvkpvyZ548naz0is.jpg,/hwn9CN2x5Qhm3laLRvZlXttL6LU.jpg,"['Jelani Cobb', 'Angela Davis', 'Henry Louis Gates, Jr.']",Ava DuVernay,"['prison', 'politics', 'slavery', 'race politics', 'murder', 'conspiracy', 'racism', 'race', 'illegal drugs', 'political correctness', 'woman director', 'usa history', 'political debate', 'political documentary', 'social & cultural documentary', 'african american history']",7.833882329212121
265534,890825,14 Peaks: Nothing Is Impossible,['Documentary'],"In 2019, Nepalese mountain climber Nirmal “Nims” Purja set out to do the unthinkable by climbing the world’s fourteen highest summits in less than seven months. (The previous record was eight years). He called the effort “Project Possible 14/7” and saw it as a way to inspire others to strive for greater heights in any pursuit. The film follows his team as they seek to defy naysayers and push the limits of human endurance.",101,2021-11-12,,341,7.374,/8hpUK3LaWzrOzmi1rOZK4cGyMCK.jpg,/lRCAcwJeh93YHO3ghFBDf0Pj3w3.jpg,"['Nirmal Purja', 'Jimmy Chin', 'Reinhold Messner']",Torquil Jones,"['mountain', 'mountaineer', 'k2', 'mountain climbing', 'mountaineering', 'mount everest', 'manaslu', 'nanga parbat', 'mountaineering documentary film']",7.344984991604938
53953,3021,1408,"['Horror', 'Mystery']","A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",104,2007-06-22,The Dolphin Hotel invites you to stay in any of its stunning rooms. Except one.,4615,6.695,/yE9MCW7ZNxSw5SC1TMqm51pMBIV.jpg,/e6GXJOyRSFsGOwGHnG1TmLuqN9N.jpg,"['John Cusack', 'Samuel L. Jackson', 'Mary McCormack']",Mikael Håfström,"['hotel', 'hotel room', 'new york city', 'research', 'fire', 'husband wife relationship', 'window', 'loss of loved one', 'door', 'painting', 'telephone', 'haunted house', 'writer', 'based on short story', 'ghost hunter', 'adaptation']",6.701776003761488
43936,2207,16 Blocks,"['Action', 'Adventure', 'Crime', 'Thriller']","An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",105,2006-03-01,1 witness… 118 minutes…,1995,6.446,/cBLqMVfTZpuKmMQKDLKusb93dbR.jpg,/snUdoOV9oQCLYFBKk99POiYpWvj.jpg,"['Bruce Willis', 'Yasiin Bey', 'David Morse']",Richard Donner,"['new york city', 'mission of murder', 'witness', 'betrayal', 'male bonding', 'doing the right thing', 'people change']",6.469137892957746
214572,630220,18 Presents,"['Drama', 'Family']","Elisa is only forty when an incurable disease takes her from her husband and their daughter. Before her heart stops, Elisa finds a way to stay close to her: a gift for every birthday up to her adult age, 18 gifts to try to accompany her child's growth year after year.",110,2020-01-02,,698,7.407,/lS7lqDT3NF2LcSPdxXNJY9pMxZ6.jpg,/oZibPrp183EI5yjKvVFZ1lhA3Pj.jpg,"['Vittoria Puccini', 'Benedetta Porcaroli', 'Edoardo Leo']",Francesco Amato,,7.388806983727034
208703,530915,1917,"['War', 'History', 'Thriller', 'Drama']","At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",119,2019-12-25,Time is the enemy.,12945,7.988,/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,/vDQwbN2ymkMQ8ldL3Sc275FGBw3.jpg,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong']",Sam Mendes,"['race against time', 'world war i', 'british army', 'soldier', 'real time', 'trenches', '1910s', 'trench warfare', ""no man's land""]",7.984076018264279
215321,647498,1942: Unknown Battle,"['War', 'Drama', 'History']","WWII 1942: Rzhev, USSR. Stuck in a crucial strategical position, a small company from the Red Army does whatever it takes to fend off the Nazis.",113,2019-12-05,,162,7.7,/k0dKShTvJZdqkwzJ4qqloy2nNFP.jpg,/uZJJ2FYCibWeZWOrMvwWN8F5qaL.jpg,"['Sergey Zharkov', 'Ivan Batarev', 'Oleg Gayanov']",Igor Kopylov,,7.55568549380531
184383,437103,1987: When the Day Comes,"['Drama', 'History', 'Thriller']","In 1987 Korea, under an oppressive military regime, a college student gets killed during a police interrogation involving torture. Government of officials are quick to cover up the death and order the body to be cremated. A prosecutor who is supposed to sign the cremation release, raises questions about a 21-year-old kid dying of a heart attack, and he begins looking into the case for truth. Despite a systematic attempt to silence everyone involved in the case, the truth gets out, causing an eruption of public outrage.",129,2017-12-27,The truth must be told.,158,8.117,/3KgL5KiGk8ABfMFHzGP2GnoH8sL.jpg,/no875UXrxLQhjITs2SC9OOCn94M.jpg,"['Kim Yun-seok', 'Ha Jung-woo', 'Yoo Hai-jin']",Jang Joon-hwan,"[""students' movement"", 'protest', 'democracy', 'military dictatorship', 'historical event', 'student protest', 'communism', '1980s', 'democratization movement', 'south korea', 'seoul, south korea']",7.849869016216216
6383,584,2 Fast 2 Furious,"['Action', 'Crime', 'Thriller']","It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",107,2003-06-05,How fast do you like it?,7771,6.514,/6nDZExrDKIXvSAghsFKVFRVJuSf.jpg,/z3ioibdjWZOYeXjoiabFOFOfPI3.jpg,"['Paul Walker', 'Tyrese Gibson', 'Eva Mendes']",John Singleton,"['miami, florida', 'undercover', 'car race', 'sports car', 'street race', 'los angeles, california', 'cars']",6.519525069763881
103883,136400,2 Guns,"['Action', 'Comedy', 'Crime']",A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,109,2013-08-02,Never rob a bank across from a diner with the best donuts in three counties.,4276,6.538,/ptURGAFktibhk7DEAbMazlmNqWa.jpg,/swyPgOP2lffHfMjeZKNnNFR9P88.jpg,"['Denzel Washington', 'Mark Wahlberg', 'Paula Patton']",Baltasar Kormákur,"['undercover agent', 'undercover', 'based on comic', 'money', 'fugitive', 'bank robbery', 'dea agent']",6.547620488847927
223828,710356,2 Hearts,"['Romance', 'Drama']","When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",102,2020-10-16,Discover the mystery that connects them all.,599,7.339,/a7bW3uKOMPBnmHs8gnlpfhTD8YQ.jpg,/sSalNFInZxGi0bmmIKJoDz5jI6n.jpg,"['Jacob Elordi', 'Adan Canto', 'Tiera Skovbye']",Lance Hool,"['faith', 'disease', 'organ transplant', 'destiny']",7.324654482051282
288867,1058616,20 Days in Mariupol,"['Documentary', 'War']","As the Russian invasion begins, a team of Ukrainian journalists trapped in the besieged city of Mariupol struggle to continue their work documenting the war's atrocities.",94,2023-07-14,,230,8.009,/zIRp1IeuPh4GgqFCH3y0DQuY9xP.jpg,/986n9SAXsuxpPJzFAWK3azPknX0.jpg,"['Mstyslav Chernov', 'Evgeniy Maloletka', 'Liudmyla Amelkina']",Mstyslav Chernov,"['casualty of war', 'mourning', 'vladimir putin', 'angry', 'russian invasion of ukraine (2022)', 'ukraine', 'documentary', 'mariupol, ukraine', 'war documentary', 'war in ukraine', 'russo-ukrainian war']",7.830799053061225
103107,159014,20 Feet from Stardom,"['Documentary', 'Music']","Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now.",89,2013-06-14,Meet the unsung heroes behind the greatest music of our time.,245,7.224,/6iRxKxfE6SB586cQV3BH8NSMzoZ.jpg,/wUop1B76njSptV0B0s8YUFRRG5I.jpg,"['Darlene Love', 'Lisa Fischer', 'Merry Clayton']",Morgan Neville,,7.217038581229774
158336,18377,200 Pounds Beauty,"['Drama', 'Comedy', 'Romance']","Based on a Japanese manga, Kanna-San, Daiseikou Desu, this story revolves around Kang Han-na, an overweight phone sex employee and secret vocalist for Ammy, a famous Korean pop singer who actually lip syncs as she cannot sing. After getting humilitated publicly by an ungrateful Ammy, Han-na undergoes an extreme makeover to become a pop sensation herself.",116,2006-12-14,Does beauty tell your fate or what?,328,6.8,/AnyJmyOQQGiqR9DLIiQ9aejIbkx.jpg,/74OwsgKNeTRNe3nYBIoEZtcA5Uz.jpg,"['Ju Jin-mo', 'Kim A-joong', 'Sung Dong-il']",Kim Yong-hwa,"['fan', 'plastic surgery', 'background singer', 'overweight woman', 'romance', 'stardom', 'music']",6.863737044897959
179055,473072,2036: Nexus Dawn,"['Science Fiction', 'Thriller']","This in-world short film takes place in the year 2036 and revolves around Jared Leto’s character, Niander Wallace. In this short, Wallace introduces a new line of “perfected” replicants called the Nexus 9, seeking to get the prohibition on replicants repealed. This no doubt has serious ramifications that will be crucial to the plot of Blade Runner 2049.",7,2017-08-30,,393,6.86,/qPci3811kFmPPEevGrnjeKWokD4.jpg,/pMYSFleKKpLGhIbTiqd3o5r96jo.jpg,"['Jared Leto', 'Benedict Wong', 'Ania Marson']",Luke Scott,"['android', 'prohibition era', 'dystopia', 'cyberpunk', 'entrepreneur', 'blade runner', '2030s', 'short film']",6.906268975054705
27266,844,2046,"['Drama', 'Science Fiction', 'Romance']",Women enter and exit a science fiction author's life over the course of a few years after the author loses the woman he considers his one true love.,128,2004-10-29,Are you still in the mood for love?,977,7.228,/jIN65qw0Giplo4CshzMrxz204Wn.jpg,/tvvPg5H5AtWJ6FYcsA4qYnO3R9N.jpg,"['Tony Leung Chiu-wai', 'Gong Li', 'Faye Wong']",Wong Kar-Wai,"['android', 'regret', 'lovesickness', 'jealousy', 'soulmates', 'based on novel or book', ""love of one's life"", 'sexuality', 'symbolism', 'nostalgia', 'womanizer', 'murder', 'author', 'hong kong', 'train', 'break-up', 'illegal prostitution', 'extramarital affair', 'sensuality', '2040s', 'christmas eve']",7.225687724879923
179053,475759,2048: Nowhere to Run,"['Science Fiction', 'Thriller', 'Action']","“2048: Nowhere to Run” takes place one year before the events of Blade Runner 2049. The short film focuses on Sapper, a man who is trying to make it through life day-by-day without turning back to his old ways. We’re introduced to both the gentle nature of Sapper and the violence he’s capable of when set off.",6,2017-09-14,,350,6.794,/l8JKbUCIe4y1LujxMMjbxG6ueH.jpg,/gps88CAZeTTuorh66xwMXg0lBG4.jpg,"['Dave Bautista', 'Björn Freiberg', 'Adam Savage']",Luke Scott,"['android', 'fight', 'dystopia', 'cyberpunk', 'los angeles, california', 'farmer', 'blade runner', 'haggling', '2040s', 'short film']",6.855277588405796
281288,851644,20th Century Girl,"['Romance', 'Drama']","In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own.",119,2022-10-06,A first love pov story.,755,8.174,/od22ftNnyag0TTxcnJhlsu3aLoU.jpg,/37y53Jt8K6MvN6s4zJVFa61luO2.jpg,"['Kim You-jung', 'Byeon Woo-seok', 'Park Jung-woo']",Bang Woo-ri,"['friendship', 'love triangle', 'coming of age', 'unrequited love', 'teenage girl', 'tearjerker', 'first love', 'city life', '1990s']",8.097136656410255
166788,342737,20th Century Women,['Drama'],"In 1979 Santa Barbara, California, Dorothea Fields is a determined single mother in her mid-50s who is raising her adolescent son, Jamie, at a moment brimming with cultural change and rebellion. Dorothea enlists the help of two younger women – Abbie, a free-spirited punk artist living as a boarder in the Fields' home and Julie, a savvy and provocative teenage neighbour – to help with Jamie's upbringing.",118,2016-12-28,,1179,7.328,/mso2rEr9i0MilRIOao5HaWFipS9.jpg,/x3mFfOKOzIi1ROSgy9bgyYq7zDH.jpg,"['Annette Bening', 'Elle Fanning', 'Greta Gerwig']",Mike Mills,"['parent child relationship', '1970s', 'balcony', 'feminism', 'punk rock', 'coming of age', 'feminist', 'free spirit', 'single mother', 'generation gap', 'santa barbara, california', 'mother son relationship', 'teenager']",7.3209146593724865
58803,8065,21,"['Drama', 'Crime']","Ben Campbell is a young, highly intelligent student at M.I.T. who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine to become a doctor, Ben learns that he cannot afford the $300,000 tuition as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor to a small but secretive club of five students, Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa to count cards at blackjack.",123,2008-03-27,They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,4822,6.692,/efG8Po57alqSlhqHU1lXJ3duG6t.jpg,/u6OCGwhSWhfQX1LZ4NTq0bfcWxs.jpg,"['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth']",Robert Luketic,"['friendship', 'card game', 'casino', 'gambling', 'professor', 'harvard university', 'cohabitant', 'college', 'girlfriend', 'studies', 'dormitory', 'blackjack', 'las vegas', 'derogatory', 'frustrated']",6.698528227916496
205048,535292,21 Bridges,"['Crime', 'Action', 'Drama']","An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",99,2019-10-24,The only way out is through him,2041,6.765,/kDlmrGZROewneCoSwPjKx6Qfown.jpg,/y2M6OULGs8EO7G6mNgMEUBR3FJl.jpg,"['Chadwick Boseman', 'Sienna Miller', 'J.K. Simmons']",Brian Kirk,"['new york city', 'hostage', 'subway', 'detective', 'shootout', 'police officer killed', 'nypd', 'one night', 'neo-noir', 'manhunt', 'intense', 'awestruck', 'vibrant']",6.777933454441805
6953,470,21 Grams,"['Drama', 'Crime', 'Thriller']","Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",124,2003-09-06,How much does life weigh?,3231,7.329,/wZ0l6or5juuVWqDkLEgaghs4f9l.jpg,/5SgrtPH6kBmmHao0PofxpvOYfWC.jpg,"['Sean Penn', 'Naomi Watts', 'Benicio del Toro']",Alejandro González Iñárritu,"['life and death', 'rage and hate', 'transplantation', 'faith', 'suicide attempt', 'loss of loved one', 'widow', 'ex-detainee', 'new mexico', 'sadness', 'car crash', 'multiple storylines']",7.326307715204855
93510,64688,21 Jump Street,"['Action', 'Comedy', 'Crime']","When cops Schmidt and Jenko join the secret Jump Street unit, they use their youthful appearances to go undercover as high school students. They trade in their guns and badges for backpacks, and set out to shut down a dangerous drug ring. But, as time goes on, Schmidt and Jenko discover that high school is nothing like it was just a few years earlier -- and, what's more, they must again confront the teenage terror and anxiety they thought they had left behind.",109,2012-03-14,The only thing getting blown tonight is their cover.,10576,6.882,/8v3Sqv9UcIUC4ebmpKWROqPBINZ.jpg,/lxCUDgZ54myV7goBrkpFoHRt9Ms.jpg,"['Jonah Hill', 'Channing Tatum', 'Brie Larson']",Phil Lord,"['drug dealer', 'high school', 'investigation', 'nerd', 'male friendship', 'parody', 'jock', 'crude humor', 'undercover cop', 'high school student', 'police academy', 'buddy cop', 'buddy comedy', 'duringcreditsstinger', 'high school rivalry', 'bicycle cop', 'based on tv series', 'cops', 'party drugs', 'high school classmates']",6.883854973834587
80398,37645,22 Bullets,"['Drama', 'Crime', 'Thriller']",A retired mobster goes on a revenge spree after being left for dead with 22 bullets in his body by his former childhood friend.,117,2010-03-23,The revenge of the Professional.,1249,6.673,/4spRV4Qw0YGaWBHYJ6enu84sR81.jpg,/ulv4h7NglaqDl68RZKnpvOPqT2t.jpg,"['Jean Reno', 'Kad Merad', 'Marina Foïs']",Richard Berry,"['based on novel or book', 'chase', 'kidnapping', 'cemetery', 'investigation', 'based on true story', 'revenge', 'murder', 'mobster', 'mafia', 'hospital', 'brutality', 'left for dead']",6.698219285300838
193900,474354,22 July,"['Crime', 'Drama', 'History', 'Thriller']","On 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utøya Island outside of Oslo. This three-part story focuses on the survivors, the political leadership of Norway, and the lawyers involved.",143,2018-10-04,The true story of a day that started like any other,1211,7.078,/rd940KzuIZwbdOvOUF7XDTzn8te.jpg,/rKzHtW1bdboA89FwiyRBNTY7edc.jpg,"['Jonas Strand Gravli', 'Anders Danielsen Lie', 'Jon Øigarden']",Paul Greengrass,"['neo-nazism', 'summer camp', 'bomb', 'aftermath', 'car bomb', 'based on true story', 'norway', 'trial', 'tragedy', 'brain injury', 'oslo, norway', 'shooting spree', 'far right', 'mass killing', 'summer camp island']",7.083641507137255
