movieId,id
281202,715931
141890,283587
1487,16052
2427,8741
53125,285
139642,307081
244128,554596
278446,674324
3996,146
266002,466420
8636,558
102445,54138
8360,809
2501,13466
223876,682110
87232,49538
136204,310569
59784,9502
7090,79
81932,45317
3980,11978
72356,24480
1784,2898
8665,2502
4223,853
210577,454626
272407,629542
122892,99861
178827,346648
214068,572154
93838,94329
192749,518068
34405,16320
2340,297
213397,582014
179817,399404
69757,19913
259659,617653
95311,13042
85414,45612
269638,508947
254460,451048
5956,3131
169842,345938
113604,249164
177651,394117
6713,33320
239424,614409
114494,284427
4239,4133
122886,140607
73344,21575
120478,265297
213914,516486
54503,8363
159858,259693
2360,309
41285,116
98604,83389
253826,652837
183869,493922
226710,550776
261275,425909
36529,1830
214776,545609
27368,2899
171765,387426
79553,37472
112171,156022
160666,359156
96079,37724
205661,420809
149723,317442
79091,20352
97304,68734
106696,109445
42632,4550
71535,19908
50068,1251
288023,626332
281190,615777
264135,722778
165,1572
33171,11171
99149,82695
27869,11658
175303,346364
55872,5123
208887,579245
227526,400160
208289,292011
202497,586863
88163,50646
82459,44264
59387,14784
5464,4147
288167,697843
176349,455714
200332,504608
2502,1542
285301,493529
199974,416144
138702,293299
180031,399055
115170,205587
55118,2252
96588,114150
218311,486589
83134,46838
155078,364433
50601,1265
91500,70160
96606,89708
272525,453395
177615,391713
206714,431580
206959,330457
287743,508883
4027,134
268592,818647
84187,22843
96811,77016
2,8844
4881,10778
1757,11220
181671,435129
253128,459151
143355,297762
47610,1491
197175,399579
8958,1677
219573,677638
2395,11545
161582,338766
62511,4960
5669,1430
174901,398924
283139,840326
275515,901563
107141,140823
128620,320007
2671,509
89492,60308
56174,6479
120138,297222
73017,10528
805,1645
5878,64
183703,417261
134170,251516
48738,1523
1580,607
288807,1050035
130634,168259
185481,476299
169218,428493
8970,866
137337,331781
3006,9008
72605,7445
200200,529216
6889,10009
164917,407806
6502,170
3992,10867
205287,446159
66371,16804
44694,219
2394,9837
55290,4771
95654,13929
104712,211954
181315,400617
69481,12162
122880,109689
221576,497582
202427,514439
7451,10625
6953,470
114180,198663
193449,437586
133139,13002
92954,21634
6283,11299
143385,296098
209859,611291
151113,348678
226578,740996
3156,2277
224262,590223
39,9603
54259,2270
51662,1271
2431,10312
61236,8885
118700,273895
258451,576845
242774,497698
104337,132363
5791,1360
80906,44639
217465,577922
66744,8832
276317,438148
5902,2757
147,10474
91126,57212
140110,257211
133123,15165
7767,11659
127108,167073
84152,51876
290213,926393
267654,899082
252272,607259
6187,11615
108983,83564
173145,281338
265432,645886
8798,1538
166568,376290
111781,177677
218537,587792
213990,585244
249180,533514
86644,51497
210939,532067
7022,3176
189873,514754
164175,258230
149658,347201
132167,52629
69712,10024
52604,6145
106918,116745
194016,404368
138210,300671
230723,713776
55814,2013
201646,530385
179331,395991
104841,49047
245136,795514
138416,250219
287383,1000492
27592,4689
103017,111083
30812,2567
160980,363676
223944,656690
83803,40619
1748,2666
165937,345920
27397,2440
62203,9539
3969,10647
168326,416477
33750,20941
291521,937746
225758,664280
208429,627725
80489,23168
164602,375794
211598,620683
1900,21334
218733,707886
252812,726684
7458,652
3483,10501
196087,553512
171007,382614
3081,2668
253690,660120
105197,129670
92509,72570
189783,420814
192265,530254
212066,609242
43744,1544
72737,10198
5954,1429
286899,667538
46322,7549
103606,111969
121143,200085
57274,8329
160848,337703
17,4584
90866,44826
97921,82693
170787,417678
187613,454983
202237,519010
188207,440298
5225,1391
1884,1878
71462,23128
94752,22683
65188,15584
187717,490003
167746,324849
159061,293670
199618,568300
111622,198277
197879,549559
111235,191720
56757,13885
281342,820067
2125,9454
2700,9473
91542,58574
70533,15137
221660,612706
278824,714888
3994,9741
3178,10400
205066,615453
129719,38396
262,19101
31437,2517
52952,11798
169022,372754
5319,18079
250010,823754
52579,1407
54997,5176
41566,411
208773,586940
179983,423612
214955,575813
188623,491584
279812,593643
2059,9820
69406,18240
77414,35690
65230,14306
174875,29458
76251,23483
2692,104
116660,167581
189805,433498
285851,964980
33166,1640
173925,406990
5810,65
64114,14438
210937,620249
210865,38700
95858,13930
46976,1262
96966,110160
208293,507569
214398,613504
203322,463257
169166,401104
159717,318121
257037,758866
3176,1213
269780,698508
93721,80767
158238,290250
37731,8923
13,21032
56339,6537
72733,22954
56587,7350
165527,410718
212012,653567
43396,9912
197883,565310
3753,2024
8873,1653
242116,632632
290055,496450
175795,417320
209965,473033
222137,499932
200110,327331
180987,364689
203222,420818
167036,335797
3275,8374
200008,537915
27803,1913
246336,663558
64993,38142
837,10830
252932,776305
162606,302946
91630,56292
4334,25538
6323,2832
210859,546121
186311,451480
136247,13151
193041,513434
200540,420817
171013,378108
215353,615643
111659,102651
6947,8619
106438,205220
84392,50348
53123,5723
2908,226
31696,561
665,11902
174727,429200
89864,40807
6975,10234
46723,1164
215229,446893
113741,220289
78836,34647
122900,102899
90249,39254
197123,568332
84952,54186
281208,899112
155583,339984
56941,6023
6214,979
161922,376660
103549,112198
166946,310307
87234,49020
277160,966220
207405,501170
210973,449924
52042,9075
103624,157354
183635,336843
6942,508
100527,112949
279412,829280
86320,62215
1354,145
7265,1278
278794,949423
157186,375572
183309,465136
94325,77877
2843,1075
79798,26280
266368,770254
225145,581734
189885,486947
72395,25793
81520,38234
5992,590
176423,432976
1356,199
71108,37903
207311,549053
212461,570670
109947,203217
1809,5910
51935,7485
55269,4538
127146,319075
2321,2657
37733,59
258859,637534
745,532
783,10545
222011,524047
2594,1902
180045,396371
177285,413594
130628,244063
81562,44115
193944,537996
6365,604
224030,640344
219726,547016
106766,86829
277566,985939
291825,1151534
276489,560057
221632,523781
211958,587272
164739,178682
4874,167
210227,568012
197651,504949
90430,72113
77455,39452
170645,289222
30816,9833
233993,583406
279306,597922
270556,626735
127152,318224
7160,504
263407,646380
714,922
138036,203801
235301,644583
280202,1008042
30793,118
282843,768362
217971,704264
193725,426618
194664,543580
139857,318781
2297,12159
68073,18947
51312,24653
107771,152603
168608,414425
167610,369299
34542,501
245382,801335
6863,1584
733,9802
49286,1581
83086,42297
214216,610892
183695,399366
5608,575
3510,10559
1619,978
230183,575604
116491,180147
157699,302401
283097,877703
103141,62211
38061,5236
257595,666243
8983,9550
279978,744114
1676,563
3174,1850
36,687
63876,10139
282147,536554
100556,123678
55444,5708
117887,116149
163909,393729
139575,256040
5146,15999
217917,582927
132630,297270
281918,803700
275167,705996
168996,406385
289741,951491
258203,675445
56367,7326
95167,62177
4873,9081
3556,1443
175659,407448
235471,544401
44195,9388
6333,36658
113275,228194
72720,34653
75341,23169
88140,1771
99530,127533
221850,614696
55856,19026
1358,12498
143367,68730
9010,8424
49422,15152
3328,4816
180297,371638
7164,10601
41997,612
249964,385128
133133,73456
4370,644
274993,396194
105355,152584
197591,508763
247466,689249
279414,505642
137062,118406
72731,7980
141668,323272
131796,304357
133771,254320
132012,65218
85179,28874
1859,30020
193147,398173
45517,920
157274,330483
194929,539517
253498,591274
2273,2109
214028,20982
111443,212778
278702,661374
5570,9299
216167,664413
143511,359364
3793,36657
96728,68722
1573,754
271577,650031
152071,323677
1183,409
157296,127380
140160,277217
207638,595975
27721,2841
45003,17111
68347,21191
151455,319888
210519,576712
648,954
217407,656563
55280,6615
6618,11770
253536,663260
38095,11344
82167,43347
279806,492999
54272,35
55069,2009
276151,869626
56607,7979
101895,109410
407,2654
5991,1574
188751,458423
25,451
167620,342473
161634,300669
7486,18329
70,755
193958,480530
4369,9799
2355,9487
242124,753230
7360,924
145064,356296
5903,7299
166788,342737
195167,339380
64575,14359
69529,62320
160954,328387
6773,9662
38038,533
159976,245913
141688,276907
81564,38055
195823,527435
129659,228203
141422,245168
204704,567609
143345,287947
2353,9798
105340,158445
168870,49992
161,8963
277034,848685
244178,639933
192283,455207
208737,522162
87222,49444
160990,338189
186381,456929
168366,321612
214674,594634
4902,1433
240452,460465
51834,2977
222561,621013
147142,19100
152077,333371
27731,15370
5673,8051
207,9560
159849,400608
102856,166666
4366,10865
279184,642885
5152,10590
90405,49530
8973,140
81788,43539
134575,239877
27660,55931
179287,407445
27362,10757
284489,677179
86142,58857
30810,421
5630,9533
140267,310131
267262,831827
54372,10795
213503,552532
287377,385687
277066,497828
5269,1791
1921,473
229033,632322
166526,365942
139148,348892
5108,8470
91266,15157
96432,82633
276251,539681
263865,585245
133143,13004
64620,11499
181499,439584
288513,346698
166635,274870
192379,369972
197071,498249
70159,21208
8644,2048
222949,659959
85312,20722
145839,321741
254034,330081
92243,76758
266282,603661
112334,250658
1041,11159
270696,696806
27186,21348
189363,402900
280932,554590
208800,512895
241872,654754
130474,271674
97225,76492
160201,380225
4645,36095
176101,343668
85438,38684
3481,243
136538,16237
40414,11661
60397,11631
168122,393519
102194,103731
32460,158
177689,399057
27800,11049
180497,446354
171611,350312
206246,619264
290573,670292
243604,785534
102125,68721
168610,428449
90600,70670
116138,265180
6291,12093
63072,20766
280100,774752
176753,429210
2058,9631
289253,614930
2025,9769
33162,1495
268744,585083
168420,408220
8974,11836
49772,14202
2318,10683
201270,458302
2617,564
176419,381283
96911,88273
163056,315011
167544,388399
197711,458723
131444,221732
115231,239563
60766,14048
103335,93456
98961,97630
116217,75258
40732,9392
145418,294016
210235,471707
289069,1083862
101525,97367
131446,221731
116411,238628
184399,489925
291479,744857
283149,783675
195497,429197
3175,926
45668,2044
156605,370755
170959,359784
69654,176241
100062,94047
77307,38810
208241,573699
27801,9316
168224,227932
4034,1900
185475,451657
116307,290542
263555,768744
27728,12140
190183,445651
189667,472454
211726,502425
29,902
289193,923939
140341,286192
2336,4518
81819,45958
262863,843241
4700,9880
4866,2100
224276,560050
203749,596054
197875,457799
8784,401
167064,411019
85788,49018
188301,363088
65130,4148
205383,559969
1701,2639
69,10634
252308,602063
103980,160588
97172,62214
244368,801058
270578,818750
1393,9390
108190,157350
4310,676
33615,953
253972,591275
65596,13635
223204,542178
266318,795607
103228,68726
194696,534780
202359,593691
152579,354857
199350,574074
157122,353326
102993,147773
2432,9441
255657,482373
27317,11075
7459,8440
48412,4643
185485,484133
190017,487670
180265,469019
234356,774372
97024,97365
139855,291270
69604,19265
255639,672322
138208,285783
5388,320
156000,379291
240460,744275
135133,131634
8949,9675
107406,110415
47894,1116
56145,5876
78316,37056
118985,87093
170973,348893
54881,13958
6617,2055
2579,11660
27523,11178
59549,17483
52328,1272
95873,103332
200306,505600
42730,9918
74553,26963
96501,48034
200838,447404
252360,736073
96610,59967
7148,21542
259835,831405
226276,730647
210569,495764
780,602
54190,4688
242204,663870
4014,392
152065,336808
51931,2355
168286,397837
64197,10360
118900,228970
55805,7972
161131,308266
6890,1807
263033,571468
280890,668461
106452,209274
47491,1023
209311,533444
96281,77174
288209,812225
55363,4512
143347,297802
188697,481432
48,10530
208096,506528
101142,49519
97752,83542
206399,576017
207233,512200
45210,9829
93510,64688
6902,20312
118202,282297
203517,454640
51709,1255
113240,265169
8531,12153
192479,479626
85354,15362
167794,377263
219715,652722
197529,440472
230391,526702
41569,254
284879,934433
191873,479718
263405,597208
290675,1002185
69027,15588
214572,630220
193583,445030
149406,140300
275467,725201
196067,489471
215527,597219
106785,204082
198151,335787
189041,400535
170709,408647
163128,51822
208040,522369
27727,363
205072,338967
275083,810171
78039,46705
166042,355338
77561,10138
175661,390043
176933,379149
138952,347688
201026,498248
200824,412117
185443,508933
151951,337960
90746,17578
148775,26736
205545,393624
265328,876716
93270,57214
27266,844
279692,900667
191687,474395
281572,740937
282387,962232
226246,668742
37830,647
170875,337339
241960,583689
207632,399121
90057,64720
53894,2359
129354,256591
8012,4291
193599,507076
203,9090
168266,180863
70728,18533
68269,18320
165087,324560
62849,13809
265156,615666
84944,44896
159415,347031
107883,191714
195639,556803
71057,12244
140106,315846
160289,377462
288289,1040148
8622,1777
187959,508642
7293,1824
227496,615665
289689,912908
172009,429174
106011,200481
278176,817758
205076,535544
186983,489988
339,2064
6887,13920
179119,402897
259665,777270
866,9303
4641,1548
131739,321528
154915,302528
137857,278927
224208,728118
152591,365222
144698,290762
6242,2671
176751,337170
286357,713704
169400,396263
6867,2056
281556,890980
206957,484751
2391,10223
8370,246
127198,308639
90531,76025
71438,25050
101415,84199
6536,14411
72294,17979
185013,468198
58652,13688
247780,567189
135426,338952
2278,8195
101498,121875
164949,375315
51660,14624
1357,7863
172667,433247
241346,282848
260617,718032
97866,84287
71500,23202
192389,335983
230,11929
106916,168672
162598,296524
62553,12837
6370,1555
6281,1817
36525,9007
170947,424488
64983,2253
163,8068
140713,192141
10,710
97188,82507
59418,13008
80693,43923
166024,367412
106022,213121
229797,520172
2231,10220
254682,638449
188067,437033
103249,72190
58047,8390
52287,1267
162592,283552
212281,337401
2672,1090
274197,718789
178323,472424
133147,13283
190551,489930
216817,385103
86548,55787
212016,589739
91325,64685
7982,4552
203519,384018
27366,23160
49278,7551
239,15789
80839,39486
106473,176983
104211,138832
210851,556678
6708,7270
108729,181886
199910,411728
170957,260514
79588,37950
72131,13576
179401,353486
132883,284689
278312,436270
161954,351339
116823,131631
258691,841755
194951,405774
227580,651881
204542,474350
1917,95
187723,384677
169812,434616
159093,291805
142492,336050
4019,711
208038,556901
97923,87502
52281,285923
70599,24420
168026,211387
80860,38408
111617,232672
36535,340
269272,920394
74228,26466
200568,517093
170605,429450
195921,504172
219,6715
43917,9036
259541,843906
183611,445571
222713,508570
98607,71883
90809,65229
73323,33613
175585,339692
112138,187017
3052,1832
261845,712454
271917,799876
107565,233063
177497,384680
58303,7862
62293,12783
77846,12219
145150,298382
141432,319373
197225,505954
72011,22947
197957,544510
6754,277
179941,432068
48043,1381
281056,821881
1641,9427
133185,304410
200864,537056
256567,680813
179137,420622
96737,49049
133419,254470
133145,34134
105869,157370
193956,360920
198609,565179
133151,23566
286097,758323
193900,474354
130073,150689
198149,402431
155288,333352
242222,736069
134368,238713
126036,44874
279956,779782
36517,1985
83369,49009
47382,9762
56152,4523
74510,24253
3148,1715
122910,299537
48711,18925
279402,1027014
270772,836225
282671,646389
49651,1246
145140,254172
269146,787752
4823,9778
3300,2787
145,9737
188307,400155
53996,1858
63,10607
146654,364137
110882,210479
96693,87825
173823,340027
2557,1567
253130,602223
102716,82992
255337,580489
280968,938008
141702,352173
232017,636565
53519,1991
92420,76726
42732,17379
185571,470878
256075,449406
225169,743601
264259,897429
162600,283366
33437,10027
74688,22971
174883,38397
192157,507505
236135,581577
174515,366170
167780,43641
55253,4588
176801,361292
260665,524434
188575,483980
164869,407655
6155,9919
98154,72976
89900,74879
198143,375785
71282,18570
1916,9464
1672,11975
275193,916405
148881,303867
34072,1667
74624,26428
270910,780382
286411,948713
2167,36647
179221,398175
285925,868759
91290,53457
93164,77495
193589,472451
199219,524251
60753,13012
98122,80215
212052,382748
261809,791177
4299,9476
74327,12169
130034,265712
166203,279229
242400,779047
233661,522241
198,281
60992,15859
228563,581032
64695,13980
76111,37181
275245,762504
142448,253412
40870,11421
86332,10195
263005,511809
673,2300
148036,355020
254744,736074
81456,51241
237964,581389
192245,446021
80549,37735
215489,599521
144976,294963
27831,4836
101973,127517
205509,472674
27834,11190
36276,445
278850,828613
163512,377273
175277,451995
235435,722913
37741,398
84855,33997
190089,529531
203483,489418
6753,13156
279630,894205
284739,459003
223828,710356
179819,181808
193821,519035
5888,20992
48696,1440
109578,225574
196035,475888
39234,9701
133169,15906
4901,1535
266900,660000
110586,157832
166295,364111
202443,548544
73860,33511
224338,641662
209173,501907
6213,9567
103341,107985
98373,85446
183619,449443
7162,2289
282985,842675
177239,395993
93240,79707
266320,761898
120466,198184
154474,274109
110110,209276
2396,1934
4967,8342
118760,250538
165603,397243
114945,204436
73321,20504
2232,431
8157,823
97306,86838
39292,3291
1693,11831
122129,45752
27741,12496
193952,399402
65642,14139
48385,496
7154,11820
101260,35558
66785,15067
184721,458737
45183,8982
4975,1903
71304,22536
178401,407449
166705,393457
258857,785663
291823,1081676
258881,632617
129749,197950
180587,340613
108780,130150
53129,3432
134214,310593
182783,468284
163496,390497
7256,11194
145935,227973
90947,75233
130510,144288
175477,75624
3751,7443
199333,483983
27706,11774
275079,420821
7382,25300
135135,272878
73319,25195
135569,188927
228749,571265
164931,334517
3988,8871
220530,550231
131656,263109
49961,1259
42958,16553
193916,475215
164981,369885
56885,14047
27032,8697
162474,381356
169656,336000
133167,15015
194052,491472
4447,8835
2707,1073
197197,524348
89896,81401
90528,53487
1552,1701
6378,9654
141,11000
90439,50839
5266,4547
69644,8355
88235,67913
87306,37686
183549,203101
4383,60670
91077,65057
213319,618355
1059,454
204878,528888
48161,9766
203691,566221
195041,515916
7158,11093
53956,2196
96430,71864
188749,345887
90620,32909
170425,431937
44193,9655
86815,43959
3159,49948
149116,268854
96832,103328
93265,72213
263495,734265
182479,430447
165503,374461
187611,429300
239490,672647
192473,261470
152175,37793
127294,69335
103849,165213
208539,613868
200638,468224
49932,1730
94070,74534
284447,921785
68194,21641
103048,156700
204388,566213
80969,42188
5614,23550
184473,476968
6934,605
142997,159824
212365,606954
151515,329805
2541,796
78142,25846
3054,10228
163052,115929
260201,807196
195315,484482
3005,9481
280866,837881
199966,567410
109189,226857
60950,5038
268806,926899
81018,41201
64285,14447
130520,228161
97196,13830
256325,727745
260895,639721
8981,2288
274285,860159
115629,236735
1873,4415
3993,10876
47629,1165
244908,522478
150894,16907
166802,406785
261759,512195
117895,294254
132961,250734
216402,579583
53318,12225
799,10779
8534,1997
45186,956
86298,46195
31,9909
61026,12289
95510,1930
202433,403300
215683,560044
89554,61202
133127,15016
88593,57361
58295,8848
53550,9952
143237,306745
120625,285700
272367,809140
112421,171372
71579,24684
227124,741011
57640,11253
186331,416494
7444,10096
4148,9740
136562,321697
87197,51533
175831,433471
208905,564427
283427,864101
6776,19666
84954,38050
286327,796185
212869,565426
197697,567604
44974,2652
214032,36728
7235,9696
162982,225745
45447,591
51486,14375
162634,382399
143440,323661
6879,11329
103315,179826
1909,846
91653,74465
5294,12149
126548,272693
6373,310
203048,536841
157176,332283
164395,276624
66130,15003
279714,886396
45503,13689
290767,353577
136337,15601
209667,570503
250968,467909
27020,14533
177243,392982
86345,45523
287207,998022
260495,597316
139553,86000
134374,13179
144532,204553
132632,175112
151345,366924
48783,3683
101360,158011
91199,79120
68522,10946
34437,308
278586,913290
162416,271706
171455,435366
137863,303857
117529,135397
209917,525661
119065,17681
208807,536743
271983,2405
136016,105864
74545,11439
235433,719410
286777,1016084
2483,10722
1120,1630
196997,569547
114635,267480
44022,950
278260,626872
77800,37495
33672,9787
43921,7304
276897,619730
279534,823951
4701,5175
281002,653851
117466,205775
102753,152780
110675,226448
221886,664300
203218,521777
1411,10549
276249,556694
136449,14092
6297,8326
80615,41216
204686,513310
120474,256835
190741,470229
6565,4464
214030,17581
6591,8094
92210,36865
273005,771077
3554,14736
201706,530079
262721,796499
205425,624932
72386,8088
165575,403450
251268,637693
3786,20770
200806,570131
213343,651070
53322,298
150194,374416
27729,4254
111249,205601
27163,11854
105593,85889
8965,5255
177763,392044
45728,2295
1835,795
127096,227719
68554,13448
191459,440161
133141,129533
210573,476669
257751,619778
3565,10564
193898,446696
200598,458131
47644,11652
91537,1254
34534,8292
277042,929170
27788,9667
268302,899405
65216,13813
195163,424783
197103,499028
114060,154400
66090,13510
185987,453278
130444,175774
37739,15487
266636,874300
113103,243683
116155,216156
176523,418680
142222,303991
224961,615774
192045,465914
143547,76115
195305,394741
130075,326359
2490,2112
105653,107846
269820,923632
156726,376570
291340,986280
98956,127501
33679,787
280,8438
57368,7191
163949,391698
158972,374475
280990,800815
92944,77459
271865,760104
116801,287495
205559,527776
257969,653349
93855,74306
81831,36940
251900,633515
109769,196024
288867,1058616
7324,2023
141648,301351
5574,4108
81229,39514
124867,297556
173939,436343
135504,256962
180099,453191
8327,870
80222,41233
231057,532865
116397,207933
186263,487242
274157,820446
235361,245842
58706,32579
85367,50546
162968,357786
53373,12561
4023,5994
1485,1624
183499,432616
72692,15400
127084,72478
80831,41402
199622,560066
212046,442065
106841,152737
7346,10591
134881,271714
260243,600583
244720,553835
242906,648579
183589,337167
200820,373571
61132,7446
68159,16995
84772,39513
58627,8456
45950,1781
229431,628534
5502,2675
140627,332270
4387,2140
68486,15384
4155,1921
2600,1946
60609,16007
90357,76543
205992,616584
171141,412202
207373,116322
38886,10707
177867,397538
261955,680058
193477,454227
136339,20558
185109,419743
27797,40823
197177,467956
3173,9563
2686,14283
165639,413279
175,9344
42718,10045
116905,212167
244788,768141
167248,392011
207273,570661
116807,262551
67923,13804
86898,8967
150696,371492
4246,634
210847,338762
159191,332872
175655,417870
6286,7294
280114,541134
272555,912598
96655,84329
64969,10201
72171,24804
177871,423899
130508,113082
27326,15917
73681,25205
70015,22302
113780,256274
86000,39356
62250,8882
191941,493100
213898,595671
73023,25196
106624,121642
252328,813258
5821,33251
282901,876792
275919,754609
4642,13403
184909,460555
27904,3509
5679,565
27871,20544
168218,362585
1727,547
143969,318917
254452,760883
210869,592834
3948,1597
2677,11779
241032,587807
8376,8193
112582,250766
207309,568091
198567,303451
276725,809107
1500,9434
