MovieLens_id,id,TMDB_id,title,genres,overview,score,release_date,runtime,tagline,vote_average,vote_count,popularity,cast,director,keywords,poster_path,backdrop_path
81562,10,44115,127 Horas,"['Aventura', 'Drama', 'Suspense']","Basada en la historia real de Aron Ralston, un intrépido montañero norteamericano tristemente famoso porque en mayo de 2003, durante una escalada, en Utah, sufrió una caída. Tras varios días inmovilizado e incapaz de encontrar una solución, tuvo que tomar una dramática decisión.",7.084870594757703,2010-11-12,94,,7.084,7889,4.6346,"['James Franco', 'Kate Mara', 'Amber Tamblyn']",Danny Boyle,"['canyon', 'based on novel or book', 'utah', 'photography', 'despair', 'hiking', 'biography', 'engineer', 'based on true story', 'alone', 'mountain biking', 'struggle for survival', 'trapped', 'boulder', 'cavern', 'video recorder', 'adventurer', 'rock climbing', 'isolated', 'hikers', 'memories', 'hallucinations', 'desperation']",/1XbNkZMLXD9dYGZJ87nmQ62Mp2l.jpg,/viBWzktrBmhzRw4ehmUIrrN4C0z.jpg
86142,11,58857,13 Asesinos,"['Aventura', 'Drama', 'Acción']","El ascenso al poder del joven y sanguinario Lord Naritsugu supone una seria amenaza para la paz en el Japón feudal. Simplemente por ser el hermano del shogun, Lord Naritsugu está por encima de la ley, y asesina y viola a su antojo. Afligido por la masacre perpetrada por el sádico Naritsugu, el oficial Sir Doi contacta secretamente con el samurái Shinzaemon Shimada para acabar con Naritsugu. El noble samurái, indignado por la crueldad de Naritsugu, acepta de buen grado la peligrosa misión. Para ello, reúne a un selecto grupo de samuráis, entre los que se encuentra su sobrino Shinrokuro y el devoto aprendiz Hirayama. Juntos, traman una emboscada para atrapar a Lord Naritsugu. Shinzaemon es consciente del peligro que conlleva. Naritsugu va escoltado por una comitiva encabezada por el letal e implacable Hanbei, uno de sus antiguos rivales. Los “13 asesinos” de Takashi Miike es un remake del film homónimo dirigido por Eichi Kudo en 1963.",7.294392423341328,2010-09-25,141,,7.328,1218,3.4914,"['Koji Yakusho', 'Takayuki Yamada', 'Yūsuke Iseya']",Takashi Miike,"['suicide', 'mission', 'japan', 'assassin', 'samurai', 'immortality', 'swordsman', 'massacre', 'battle', 'samurai sword', 'seppuku', 'code of honor', 'ronin', 'kimono', 'jidaigeki', 'edo period', 'warrior', '19th century', 'harakiri', 'bakumatsu']",/aiKnZ7KNcpWBjFHudImi9RB3hqY.jpg,/A3Jl4Vu2Xx4J9hWWKX1xO6NOeV4.jpg
7444,12,10096,Si yo tuviera 30,"['Comedia', 'Fantasía', 'Romance']","Una chica pide un deseo en su decimotercer cumpleaños, y se despierta al día siguiente como una mujer de treinta años.",6.76511417036762,2004-04-13,97,"Para algunos, 13 se siente como si fuera ayer. Para Jenna, lo fue.",6.764,5421,6.8249,"['Jennifer Garner', 'Mark Ruffalo', 'Judy Greer']",Gary Winick,"['new york city', 'photographer', 'editor-in-chief', 'time travel', 'wish', 'beautiful woman', 'child as an adult', 'friends in love', 'age change', 'teenager', 'didactic', 'time jump']",/sgiY4CxDEFDcCfsLWLqLr4ezs6n.jpg,/gBwujuep3xyjkPVbcLfhZ9sOHLP.jpg
138210,13,300671,13 Horas: Los soldados secretos de Bengasi,"['Bélica', 'Acción', 'Historia', 'Drama', 'Suspense']","Un equipo de seguridad de élite lucha por salvar las vidas del personal de la embajada de Estados Unidos, atrapado tras un ataque terrorista en Bengasi, Libia.",7.271609761135944,2016-01-14,144,Cuando todo iba mal. seis hombre tuvieron el valor de hacer lo correcto,7.273,3813,6.9228,"['John Krasinski', 'James Badge Dale', 'Dominic Fumusa']",Michael Bay,"['central intelligence agency (cia)', 'based on novel or book', 'libya', 'assault rifle', 'grave', 'mercenary', 'melancholy', 'heroism', 'biography', 'based on true story', 'explosion', 'biting', 'american abroad', 'death', 'blunt', 'mourning', 'questioning', 'angry', 'aggressive', 'frantic', 'grim', 'reflective', 'u.s. ambassador', 'complex', 'anxious', 'cautionary', 'provocative', 'factual', 'critical', 'incredulous', 'tense', 'intense', 'bitter', 'appreciative', 'baffled', 'bewildered', 'bold', 'commanding', 'defiant', 'dignified', 'disapproving', 'disdainful', 'disheartening', 'enraged', 'foreboding', 'frustrated', 'harsh', 'informative', 'scathing', 'sincere', 'sympathetic', 'tragic', 'wry']",/uRBj8FbGfub5JVXWqXCmLMNUQNX.jpg,/ayDMYGUNVvXS76wQgFwTiUIDNb5.jpg
48872,14,6077,13 Tzameti,"['Acción', 'Suspense']",,7.040888998657717,2006-02-08,93,,7.047,244,1.6911,"['George Babluani', 'Aurélien Recoing', 'Pascal Bongard']",Gela Babluani,"['france', 'repair', 'test of courage', 'overdose', 'munition', 'black and white', 'drugs', 'gay theme', 'death game']",/xPkR0dOqzMnMgjt5wVD9vdt67RP.jpg,/mmZvBvbAMPrDEJoP9YXUrRabQQz.jpg
164917,15,407806,Enmienda XIII,['Documental'],,7.833882329212121,2016-10-07,100,,7.874,773,1.5646,"['Jelani Cobb', 'Angela Davis', 'Henry Louis Gates, Jr.']",Ava DuVernay,"['prison', 'politics', 'slavery', 'race politics', 'murder', 'conspiracy', 'racism', 'race', 'illegal drugs', 'political correctness', 'woman director', 'usa history', 'political debate', 'political documentary', 'social & cultural documentary', 'african american history']",/tcKNWD6IFPPsvkpvyZ548naz0is.jpg,/hwn9CN2x5Qhm3laLRvZlXttL6LU.jpg
265534,16,890825,14 Montañas: Nada es Imposible,['Documental'],El intrépido escalador nepalí Nimsdai Purja emprende una misión aparentemente imposible: coronar los 14 picos del mundo que superan los 8000 metros en solo siete meses.,7.344984991604938,2021-11-12,101,,7.4,358,0.9626,"['Nirmal Purja', 'Jimmy Chin', 'Reinhold Messner']",Torquil Jones,"['mountain', 'mountaineer', 'k2', 'mountain climbing', 'mountaineering', 'mount everest', 'manaslu', 'nanga parbat', 'mountaineering documentary film']",/8YS9oRn9rcAyBhYELFbGKk1TpFs.jpg,/lRCAcwJeh93YHO3ghFBDf0Pj3w3.jpg
53953,17,3021,1408,"['Terror', 'Misterio']","Basada en un relato de Stephen King, cuenta la historia de un escritor de novelas de terror (John Cusack) bastante escéptico. De hecho, se dedica a desacreditar fenómenos paranormales ocurridos en supuestas casas encantadas. Aunque no cree en la existencia de vida más allá de la muerte, sus ideas al respecto cambiarán cuando entre en la habitación 1408 del Hotel Dolphin.",6.701776003761488,2007-06-22,103,El hotel Dolphin te invita a cualquiera de sus magníficas habitaciones... excepto a una.,6.696,4719,4.9428,"['John Cusack', 'Samuel L. Jackson', 'Mary McCormack']",Mikael Håfström,"['hotel', 'hotel room', 'new york city', 'research', 'fire', 'husband wife relationship', 'window', 'loss of loved one', 'door', 'painting', 'telephone', 'haunted house', 'writer', 'based on short story', 'ghost hunter', 'adaptation']",/uSU6L34qLpn1Vx4MUkkfs0mCrQ8.jpg,/e6GXJOyRSFsGOwGHnG1TmLuqN9N.jpg
43936,18,2207,16 Calles,"['Acción', 'Aventura', 'Crimen', 'Suspense']","A las 8:02 de la mañana, el detective de la policía de Nueva York Jack Mosley tiene encomendada una misión aparentemente sencilla. El delincuente Eddie Bunker está citado para testificar ante un gran jurado a las 10 en punto, y Mosley debe trasladarlo desde la celda al juzgado, a 16 calles de distancia. Cuando Jack, que tiene serios problemas con el alcohol, mete a Eddie en el asiento trasero de su coche y se dispone a atravesar Nueva York en hora punta de la mañana, no se da cuenta de que los sigue una furgoneta...",6.469137892957746,2006-03-01,118,,6.446,2031,5.6523,"['Bruce Willis', 'Yasiin Bey', 'David Morse']",Richard Donner,"['new york city', 'mission of murder', 'witness', 'betrayal', 'male bonding', 'doing the right thing', 'people change']",/bDv96UbDxkmMNx2hQKIlR0mPfIQ.jpg,/jFvTdMpEanzK5t5PC1o8ZqMWpM0.jpg
214572,19,630220,18 regalos,"['Drama', 'Familia']","Elisa tiene solo cuarenta años cuando una enfermedad incurable la aleja de su esposo y su hija. Antes de que su corazón se detenga, Elisa encuentra una manera de mantenerse cerca de ella: un regalo para cada cumpleaños hasta su edad adulta, 18 regalos para tratar de acompañar el crecimiento de su hijo año tras año.",7.388806983727034,2020-01-02,114,,7.405,703,4.4182,"['Vittoria Puccini', 'Benedetta Porcaroli', 'Edoardo Leo']",Francesco Amato,,/xvXSGXTN18Lvp3sGoFpzLgwyoOV.jpg,/oZibPrp183EI5yjKvVFZ1lhA3Pj.jpg
208703,20,530915,1917,"['Bélica', 'Historia', 'Drama', 'Acción']","En lo más crudo de la Primera Guerra Mundial, dos jóvenes soldados británicos, Schofield y Blake reciben una misión aparentemente imposible. En una carrera contrarreloj, deberán atravesar el territorio enemigo para entregar un mensaje que evitará un mortífero ataque contra cientos de soldados, entre ellos el propio hermano de Blake.",7.984076018264279,2019-12-25,119,,7.984,13175,9.001,"['George MacKay', 'Dean-Charles Chapman', 'Mark Strong']",Sam Mendes,"['race against time', 'world war i', 'british army', 'soldier', 'real time', 'trenches', '1910s', 'trench warfare', ""no man's land""]",/axdhbcZeOsfX3ZpwtgdgPIjc06l.jpg,/2WgieNR1tGHlpJUsolbVzbUbE1O.jpg
215321,21,647498,1942: La gran ofensiva,"['Bélica', 'Drama', 'Historia']","Basada en las memorias de Vyacheslav Kondratyev, aborda la batalla de la ciudad de Rzhev durante la segunda guerra mundial de 1942-1943. Dicha batalla fue clave en la lucha para romper el devastador asedio nazi. Se produjo un baño de sangre, murieron más de 400 mil personas y hubo 900 mil heridos.",7.55568549380531,2019-12-05,113,,7.669,163,1.348,"['Sergey Zharkov', 'Ivan Batarev', 'Oleg Gayanov']",Igor Kopylov,,/sgUaucXoVmNdI2SyeJyPCxm0Psr.jpg,/uZJJ2FYCibWeZWOrMvwWN8F5qaL.jpg
184383,22,437103,1987,"['Drama', 'Historia', 'Suspense']",,7.849869016216216,2017-12-27,129,,8.1,166,2.2874,"['Kim Yun-seok', 'Ha Jung-woo', 'Yoo Hai-jin']",Jang Joon-hwan,"[""students' movement"", 'protest', 'democracy', 'military dictatorship', 'historical event', 'student protest', 'communism', '1980s', 'democratization movement', 'south korea', 'seoul, south korea']",/mO55nkEFrI2EVdjxx0asaOGtHfa.jpg,/no875UXrxLQhjITs2SC9OOCn94M.jpg
6383,23,584,"Más rápido, más furioso","['Acción', 'Crimen', 'Suspense']",El expolicía Brian O'Conner es llamado a atrapar a un peligroso criminal y recluta la ayuda de un examigo de la infancia y corredor callejero que tiene la oportunidad de redimirse.,6.519525069763881,2003-06-05,107,¿Qué tan rápido lo quieres?,6.51,7924,2.2405,"['Paul Walker', 'Tyrese Gibson', 'Eva Mendes']",John Singleton,"['miami, florida', 'undercover', 'car race', 'sports car', 'street race', 'los angeles, california', 'cars']",/8o3Py5qAgOUm0seWHmxpLwQmb1L.jpg,/90ooE5SbUEO0OVJHewNO7pgySb6.jpg
103883,24,136400,Armados y peligrosos,"['Acción', 'Comedia', 'Crimen']","Un agente de la DEA, Bobby Trench, y un oficial de la Inteligencia Naval, Michael Stigman , consiguen robarle 43 millones de dólares a la mafia. El problema consiste en que en realidad ese dinero no era de la organización criminal, sino de la CIA. Adaptación al cine de una novela gráfica de Steven Grant.",6.547620488847927,2013-08-02,109,"Dos armas, un banco.",6.54,4369,5.6765,"['Denzel Washington', 'Mark Wahlberg', 'Paula Patton']",Baltasar Kormákur,"['undercover agent', 'undercover', 'based on comic', 'money', 'fugitive', 'bank robbery', 'dea agent']",/A0osDL7XE6v8pseLPoo1P6TaiDx.jpg,/swyPgOP2lffHfMjeZKNnNFR9P88.jpg
223828,25,710356,2 Corazones,"['Romance', 'Drama']","En historias de amor paralelas, las vidas del universitario Chris y el empresario adinerado Jorge se entrecruzan gracias a un giro del destino. Basada en una historia real.",7.324654482051282,2020-10-16,101,Descubre el misterio que los conecta a todos.,7.266,623,5.9157,"['Jacob Elordi', 'Adan Canto', 'Tiera Skovbye']",Lance Hool,"['faith', 'disease', 'organ transplant', 'destiny']",/mJdNTVnnthus44WQIayAViFqcuP.jpg,/sSalNFInZxGi0bmmIKJoDz5jI6n.jpg
288867,26,1058616,20 Días en Mariúpol,"['Documental', 'Bélica']",Un grupo de periodistas ucranianos atrapados en la ciudad costera de Mariúpol documentan los estragos de la guerra cuando las fuerzas rusas invaden la zona a principios de 2022.,7.830799053061225,2023-07-14,94,,8.024,251,1.7767,"['Mstyslav Chernov', 'Evgeniy Maloletka', 'Liudmyla Amelkina']",Mstyslav Chernov,"['casualty of war', 'mourning', 'vladimir putin', 'angry', 'russian invasion of ukraine (2022)', 'ukraine', 'documentary', 'mariupol, ukraine', 'war documentary', 'war in ukraine', 'russo-ukrainian war']",/w5ScKqilI7NoxDekOTywrQhktbk.jpg,/986n9SAXsuxpPJzFAWK3azPknX0.jpg
103107,27,159014,A 20 pasos de la fama,"['Documental', 'Música']","La desconocida historia de las coristas que han acompañado a algunas de las más grandes leyendas de la música. Junto con metraje de archivo y una inigualable banda sonora, el documental incluye entrevistas con Bruce Springsteen, Stevie Wonder, Mick Jagger o Sting, entre otros muchos. Las coristas viven en un mundo que se encuentra más allá del punto de mira. Sus voces armonizan a las bandas más populares de la música, pero nunca sabemos quién son estas cantantes o qué vida que llevan, hasta ahora.",7.217038581229774,2013-06-14,89,Conoce a los héroes anónimos detrás de la mejor música de nuestro tiempo.,7.186,256,0.6764,"['Darlene Love', 'Lisa Fischer', 'Merry Clayton']",Morgan Neville,,/dFEzJNt77jckUCQKn7ItjjS4Dp6.jpg,/wUop1B76njSptV0B0s8YUFRRG5I.jpg
158336,28,18377,Belleza de 200 libras,"['Drama', 'Comedia', 'Romance']",,6.863737044897959,2006-12-14,116,,6.811,336,2.0977,"['Ju Jin-mo', 'Kim A-joong', 'Sung Dong-il']",Kim Yong-hwa,"['fan', 'plastic surgery', 'background singer', 'overweight woman', 'romance', 'stardom', 'music']",/hXadaSx1LpT7Hv5dkGWD0SX7z7R.jpg,/j9SW48pEJpbBJoeLN45QdmN2ZNV.jpg
179055,29,473072,2036: Nexus Dawn,"['Ciencia ficción', 'Suspense']",,6.906268975054705,2017-08-30,7,,6.865,401,3.2763,"['Jared Leto', 'Benedict Wong', 'Ania Marson']",Luke Scott,"['android', 'prohibition era', 'dystopia', 'cyberpunk', 'entrepreneur', 'blade runner', '2030s', 'short film']",/qPci3811kFmPPEevGrnjeKWokD4.jpg,/pMYSFleKKpLGhIbTiqd3o5r96jo.jpg
27266,30,844,2046,"['Drama', 'Ciencia ficción', 'Romance']","Un escritor que creía escribir sobre el futuro, en realidad estaba escribiendo sobre el pasado. En su novela, un misterioso tren salía de cuando en cuando con dirección al año 2046. Todos los que subían a él lo hacían con el mismo propósito: recobrar los recuerdos perdidos. Se decía que en 2046 nada cambiaba. Nadie sabía a ciencia cierta si eso era verdad, porque ninguno de los que viajaron regresó jamás. Con una excepción. Él estuvo allí. Se marchó voluntariamente. Quería cambiar.",7.225687724879923,2004-10-20,129,¿Aún estás de humor para el amor?,7.238,1026,4.1261,"['Tony Leung Chiu-wai', 'Gong Li', 'Faye Wong']",Wong Kar-Wai,"['android', 'regret', 'lovesickness', 'jealousy', 'soulmates', 'based on novel or book', ""love of one's life"", 'sexuality', 'symbolism', 'nostalgia', 'womanizer', 'murder', 'author', 'hong kong', 'train', 'break-up', 'illegal prostitution', 'extramarital affair', 'sensuality', '2040s', 'christmas eve']",/93i0MALIu2r1IxTOp4gLsWmgWrC.jpg,/h3JAMIeywbzobkhu2rt3mQAwRR1.jpg
179053,31,475759,2048: Nowhere to Run,"['Ciencia ficción', 'Suspense', 'Acción', 'Drama']","Cortometraje-precuela de ""Blade Runner 2049"", ambientado en 2048 y centrado en Sapper, el personaje interpretado por Dave Bautista.",6.855277588405796,2017-09-14,6,,6.786,359,1.7912,"['Dave Bautista', 'Björn Freiberg', 'Adam Savage']",Luke Scott,"['android', 'fight', 'dystopia', 'cyberpunk', 'los angeles, california', 'farmer', 'blade runner', 'haggling', '2040s', 'short film']",/l8JKbUCIe4y1LujxMMjbxG6ueH.jpg,/gps88CAZeTTuorh66xwMXg0lBG4.jpg
281288,32,851644,Una chica del siglo XX,"['Romance', 'Drama']","En 1999, una joven con un gran corazón empieza a indagar en la vida de un popular compañero de clase para hacerle un favor a su mejor amiga, que está enamorada de él.",8.097136656410255,2022-10-06,119,Una primera historia de amor pov.,8.145,780,9.6331,"['Kim You-jung', 'Byeon Woo-seok', 'Park Jung-woo']",Bang Woo-ri,"['friendship', 'love triangle', 'coming of age', 'unrequited love', 'teenage girl', 'tearjerker', 'first love', 'city life', '1990s']",/4kU4QFgExCgybhcKv1mzZ0vuND6.jpg,/37y53Jt8K6MvN6s4zJVFa61luO2.jpg
166788,33,342737,Mujeres del siglo XX,['Drama'],La historia de tres mujeres que exploran el amor y la libertad en California durante los años 70.,7.3209146593724865,2016-12-28,119,,7.3,1208,1.5458,"['Annette Bening', 'Elle Fanning', 'Greta Gerwig']",Mike Mills,"['parent child relationship', '1970s', 'balcony', 'feminism', 'punk rock', 'coming of age', 'feminist', 'free spirit', 'single mother', 'generation gap', 'santa barbara, california', 'mother son relationship', 'teenager']",/r5dyHnqVCakXluzw5ZM81QZrNa7.jpg,/x3mFfOKOzIi1ROSgy9bgyYq7zDH.jpg
58803,34,8065,21 Blackjack,"['Drama', 'Crimen']","Ben Campbell, un tímido y brillante estudiante del Instituto Tecnológico de Massachussets (MIT), recurre a los naipes para poder pagar la matrícula de la universidad. Se le presenta, además, la oportunidad de unirse a un grupo de estudiantes que viajan a Las Vegas para jugar al blackjack. Bajo la dirección del poco ortodoxo profesor de matemáticas y genio de la estadística Micky Rosa, han conseguido descifrar el código del éxito, mediante el conteo de cartas.",6.698528227916496,2008-03-27,118,,6.693,4908,6.041,"['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth']",Robert Luketic,"['friendship', 'card game', 'casino', 'gambling', 'professor', 'harvard university', 'cohabitant', 'college', 'girlfriend', 'studies', 'dormitory', 'blackjack', 'las vegas', 'derogatory', 'frustrated']",/3TKrg2huyAWrdQdIUiOaXtIXzQ0.jpg,/u6OCGwhSWhfQX1LZ4NTq0bfcWxs.jpg
205048,35,535292,Nueva York Sin Salida,"['Crimen', 'Acción', 'Drama']","Andre Davis (Chadwick Boseman) es un policía de Nueva york al que le encargan la investigación del asesinato de varios policías. Durante la búsqueda contrarreloj de los responsables, en la que se cierran por primera vez en la historia de Manhattan todos los puentes que acceden a ella, el detective descubre una conspiración en la que tendrá que discernir entre aquellos a los que caza y los sospechosos que están tratando de cazarle a él.",6.777933454441805,2019-10-24,99,"La única manera de salir, es a través de él",6.764,2086,3.3188,"['Chadwick Boseman', 'Sienna Miller', 'J.K. Simmons']",Brian Kirk,"['new york city', 'hostage', 'subway', 'detective', 'shootout', 'police officer killed', 'nypd', 'one night', 'neo-noir', 'manhunt', 'intense', 'awestruck', 'vibrant']",/L56pZmao0tTUD7sYQUa6MyO67g.jpg,/3pMU7OGlcksMb7YkMthj5A1Y08B.jpg
